sampleID.x,points,individualID,uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,measuredBy,recordedBy,dataQF,api.utmZone,geoEasting,geoNorthing,adjCoordinateUncertainty,adjDecimalLatitude,adjDecimalLongitude,api.elevation,adjElevationUncertainty,collectDate,nitrogenPercent,carbonPercent,CNratio,extractChlAConc,extractChlBConc,extractCarotConc,dryMass,plantStatus,ligninPercent,cellulosePercent,leafArea,leafMassPerArea,dryMassFraction,plotType,subtype,plotLatitude,plotLongitude,datum,utmZone,plotEasting,plotNorthing,horzUncert,crdSource,elevation,vertUncert,nlcdClass,appMods,geometry,shpEasting,shpNorthing,longitude,latitude,H,DTM,ope,ect
CFC.GRSM025.PIRU-1.20160606,GRSM_025.basePlot.vst.31,NEON.PLA.D07.GRSM.02877,83e85746-510e-41af-a2fd-535341e9e3d1,GRSM_025.basePlot.vst,10/6/15,vst_GRSM_2015,D07,GRSM,GRSM_025,40,2,31,13.9,33.6,NA,NA,NA,NEON.DOC.000987vE,PIRU,Picea rubens Sarg.,species,dmitchell@neoninc.org,mcumberland@field-ops.org,NA,17N,3941273.076,275712.5513,0.8,35.589688,-83.475627,1788.18,1.26,2016-06-06T20:26:00Z,0.9,44.9,51.1,1.8316,1.2581,0.058662063,0.49,Live,11.60758511,12.87386713,1389.372,352.677325,0.653333333,distributed,basePlot,35.589688,-83.475627,WGS84,17N,275704.898,3941261.55,0.2,GeoXH 6000,1788.18,0.26,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-83.475627, 35.589688)",275712.5901,3941273.128,-83.47554497,35.58979451,15.35999966,1800.72187,14.98556244,272.1316872
CFC.GRSM055.HATE3-1.20160609,GRSM_055.basePlot.vst.41,NEON.PLA.D07.GRSM.01620,e24958a9-433f-4195-9893-a594e4b24da5,GRSM_055.basePlot.vst,6/1/15,vst_GRSM_2015,D07,GRSM,GRSM_055,23,2,41,16,125.3,NA,NA,NA,NEON.DOC.000987vE,HALES,Halesia sp.,genus,cjuneau@field-ops.org,mcumberland@field-ops.org,NA,17N,3951945.534,273576.1548,0.74,35.685524,-83.502249,624.43,1.19,2016-06-09T11:50:00Z,1.4,46.4,32.6,2.64736,2.77586,0.069368948,0.35,Live,8.08570851,10.85187195,18124.34,19.311048,0.246478873,tower,basePlot,35.685524,-83.502249,WGS84,17N,273563.133,3951954.763,0.14,Geo 7X (H-Star),624.43,0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.502249, 35.685524)",273576.1912,3951945.517,-83.50210181,35.68544357,20.64999962,639.9815025,17.12831241,45.33993769
CFC.GRSM055.HATE3-2.20160609,GRSM_055.basePlot.vst.41,NEON.PLA.D07.GRSM.01914,5b9cc8e1-9792-41fb-bdde-9603246db54b,GRSM_055.basePlot.vst,6/1/15,vst_GRSM_2015,D07,GRSM,GRSM_055,41,1,41,9.8,74.3,NA,NA,NA,NEON.DOC.000987vE,HALES,Halesia sp.,genus,cjuneau@field-ops.org,mcumberland@field-ops.org,NA,17N,3951957.432,273572.531,0.74,35.685524,-83.502249,624.43,1.19,2016-06-09T12:10:00Z,2,46.1,23.1,4.19024,2.29174,1.00737049,0.7,Live,6.29656837,10.70416623,18556.19,37.723261,0.338164251,tower,basePlot,35.685524,-83.502249,WGS84,17N,273563.133,3951954.763,0.14,Geo 7X (H-Star),624.43,0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.502249, 35.685524)",273572.5674,3951957.415,-83.50214517,35.68554991,28.11400032,648.3027458,18.96149993,39.86456299
CFC.GRSM055.LITU-3.20160609,GRSM_055.basePlot.vst.41,NEON.PLA.D07.GRSM.01924,aa2f60a3-90fd-4300-a9e5-36cc66996f66,GRSM_055.basePlot.vst,6/1/15,vst_GRSM_2015,D07,GRSM,GRSM_055,41,2,41,19,87.6,NA,NA,NA,NEON.DOC.000987vE,LITU,Liriodendron tulipifera L.,species,cjuneau@field-ops.org,mcumberland@field-ops.org,NA,17N,3951955.575,273582.08,0.74,35.685524,-83.502249,624.43,1.19,2016-06-09T12:28:00Z,2.4,43.6,18.3,4.23516,2.68791,0.633364957,0.88,Live,8.166444707,17.58926552,19173.67,45.896273,0.296296296,tower,basePlot,35.685524,-83.502249,WGS84,17N,273563.133,3951954.763,0.14,Geo 7X (H-Star),624.43,0.19,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.502249, 35.685524)",273582.1163,3951955.559,-83.50203922,35.68553538,34.64500046,652.8789368,20.07506287,48.40518737
CFC.GRSM058.LITU-1.20160608,GRSM_058.basePlot.vst.43,NEON.PLA.D07.GRSM.00745,cf43fb25-eee3-492b-9edd-713de4351672,GRSM_058.basePlot.vst,5/20/15,vst_GRSM_2015,D07,GRSM,GRSM_058,23,3,43,15,244.3,NA,NA,NA,NEON.DOC.000987vE,LITU,Liriodendron tulipifera L.,species,dmitchell@neoninc.org cjuneau@field-ops.org,mcumberland@field-ops.org,NA,17N,3952669.503,273298.6317,0.83,35.691963,-83.505223,553.83,1.25,2016-06-08T16:20:00Z,2.9,46.6,16,5.3862,3.33345,0.793400824,0.95,Live,9.811114713,12.15725084,16523.62,57.493455,0.332167832,tower,basePlot,35.691963,-83.505223,WGS84,17N,273312.134,3952675.972,0.23,GeoXH 6000,553.83,0.25,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.505223, 35.691963)",273298.6178,3952669.467,-83.50537055,35.69190097,37.86999893,582.0121193,16.55100006,32.6036247
CFC.GRSM058.LITU-2.20160608,GRSM_058.basePlot.vst.43,NEON.PLA.D07.GRSM.00753,2b1f6a0e-aa88-41eb-ba9c-1584149c3de3,GRSM_058.basePlot.vst,5/20/15,vst_GRSM_2015,D07,GRSM,GRSM_058,41,4,43,18,342,NA,NA,NA,NEON.DOC.000987vE,LITU,Liriodendron tulipifera L.,species,dmitchell@neoninc.org cjuneau@field-ops.org,mcumberland@field-ops.org,NA,17N,3952693.127,273306.5856,0.83,35.691963,-83.505223,553.83,1.25,2016-06-08T17:10:00Z,2.3,43.7,18.9,4.34784,2.45634,0.552468662,0.52,Live,8.816618739,14.69436456,13579.75,38.29231,0.278074866,tower,basePlot,35.691963,-83.505223,WGS84,17N,273312.134,3952675.972,0.23,GeoXH 6000,553.83,0.25,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.505223, 35.691963)",273306.5717,3952693.091,-83.50528939,35.6921156,39.14099884,577.1886215,15.0395624,32.81725001
CFC.GRSM058.LITU-3.20160608,GRSM_058.basePlot.vst.43,NEON.PLA.D07.GRSM.00731,61969b3f-b95d-4cb8-8887-cf71f8869e11,GRSM_058.basePlot.vst,5/20/15,vst_GRSM_2015,D07,GRSM,GRSM_058,23,4,43,6.3,199,NA,NA,NA,NEON.DOC.000987vE,LITU,Liriodendron tulipifera L.,species,dmitchell@neoninc.org cjuneau@field-ops.org,mcumberland@field-ops.org,NA,17N,3952670.051,273310.0968,0.83,35.691963,-83.505223,553.83,1.25,2016-06-08T17:28:00Z,2.3,45.1,20,4.84288,3.28988,0.474209506,0.94,Live,11.60301324,13.50168813,17716.693,53.057306,0.317567568,tower,basePlot,35.691963,-83.505223,WGS84,17N,273312.134,3952675.972,0.23,GeoXH 6000,553.83,0.25,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.505223, 35.691963)",273310.0829,3952670.015,-83.50524411,35.69190855,34.53099823,576.7120628,15.02456236,24.04912537
CFC.GRSM059.OXAR-1.20160608,GRSM_059.basePlot.vst.21,NEON.PLA.D07.GRSM.00351,e7ffbb78-60c1-47d5-9e9c-6b02c23b7755,GRSM_059.basePlot.vst,5/19/15,vst_GRSM_2015,D07,GRSM,GRSM_059,21,1,21,8.5,42.1,NA,NA,NA,NEON.DOC.000987vE,OXYDE,Oxydendrum sp.,genus,dmitchell@neoninc.org cjuneau@field-ops.org,mcumberland@field-ops.org,NA,17N,3952061.528,273156.5456,0.9,35.686334,-83.506829,647.61,1.49,2016-06-08T19:15:00Z,1.4,43.7,31.3,2.15524,1.03949,0.187249269,0.42,Live,4.68836142,14.91751361,10704.74,39.234956,0.293706294,tower,basePlot,35.686334,-83.506829,WGS84,17N,273150.812,3952055.236,0.3,GeoXH 6000,647.61,0.49,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.506829, 35.686334)",273156.5106,3952061.543,-83.50676825,35.68639225,15.10700035,660.1098137,13.62325001,240.2575626
CFC.GRSM059.QUMO4-2.20160608,GRSM_059.basePlot.vst.39,NEON.PLA.D07.GRSM.00369,3a96573d-fbb9-44a7-b47e-3717d84655d7,GRSM_059.basePlot.vst,5/19/15,vst_GRSM_2015,D07,GRSM,GRSM_059,39,2,39,11.1,64.7,NA,NA,NA,NEON.DOC.000987vE,QUMO4,Quercus montana Willd.,species,dmitchell@neoninc.org cjuneau@field-ops.org,mcumberland@field-ops.org,NA,17N,3952079.618,273160.7503,0.83,35.686511,-83.506836,652.3,1.38,2016-06-08T19:23:00Z,2,45.5,23.1,4.70492,2.20717,0.858219082,0.86,Live,9.158739269,17.91042346,14035.82,61.271803,0.445595855,tower,basePlot,35.686511,-83.506836,WGS84,17N,273150.733,3952074.9,0.23,GeoXH 6000,652.3,0.38,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.506836, 35.686511)",273160.7683,3952079.644,-83.50672634,35.68655628,19.44400024,667.2126923,12.02106243,235.9599991
CFC.GRSM059.TSCA-3.20160608,GRSM_059.basePlot.vst.21,NEON.PLA.D07.GRSM.00389,cd768dd6-7485-4ade-9039-88e647f792ce,GRSM_059.basePlot.vst,5/19/15,vst_GRSM_2015,D07,GRSM,GRSM_059,21,3,21,21.5,32.1,NA,NA,NA,NEON.DOC.000987vE,TSCA,Tsuga canadensis (L.) Carrière,species,dmitchell@neoninc.org cjuneau@field-ops.org,mcumberland@field-ops.org,NA,17N,3952073.434,273162.2721,0.9,35.686334,-83.506829,647.61,1.49,2016-06-08T19:36:00Z,1.2,46.5,38.8,2.04576,1.16526,0.345519102,0.23,"Live, insect damaged",8.133056809,10.67463706,1908.883,120.489312,0.418181818,tower,basePlot,35.686334,-83.506829,WGS84,17N,273150.812,3952055.236,0.3,GeoXH 6000,647.61,0.49,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.506829, 35.686334)",273162.2371,3952073.449,-83.50670838,35.68650082,15.56200027,657.9792557,14.08168739,234.8532505
CFC.GRSM060.ACRU-2.20160608,GRSM_060.basePlot.vst.43,NEON.PLA.D07.GRSM.01901,63a4e593-e91c-4b65-91dc-faf193d8dc19,GRSM_060.basePlot.vst,6/8/15,vst_GRSM_2015,D07,GRSM,GRSM_060,41,2,43,10.6,321.2,NA,NA,NA,NEON.DOC.000987vE,ACRU,Acer rubrum L.,species,jtroxler@field-ops.org,cjuneau@field-ops.org,NA,17N,3952022.427,273421.751,0.83,35.686028,-83.503753,633.04,1.3,2016-06-08T20:42:00Z,1.6,46.4,29.2,6.06152,4.38802,0.536439562,0.61,Live,7.56308241,14.07573671,13972.39,43.657527,0.435714286,tower,basePlot,35.686028,-83.503753,WGS84,17N,273428.393,3952014.118,0.23,Geo 7X (H-Star),633.04,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.503753, 35.686028)",273421.751,3952022.379,-83.50382865,35.68610045,25.88199997,651.6287498,26.0393126,102.5743747
CFC.GRSM060.BELE-1.20160608,GRSM_060.basePlot.vst.41,NEON.PLA.D07.GRSM.08003Z,31d05727-23df-491a-8551-e074c0a77f30,GRSM_060.basePlot.vst,6/8/16,vst_GRSM_2016,D07,GRSM,GRSM_060,21,1,41,14.5,216,NA,NA,NA,NEON.DOC.000987vE,BELE,Betula lenta L.,species,mcumberland@battelleecology.org,dmitchell@neoninc.org,NA,17N,3952000.644,273398.7215,0.84,35.686007,-83.503986,639.12,1.3,2016-06-08T20:18:00Z,1.9,44.8,23.8,7.35084,3.95559,0.985698662,0.67,Live,9.686539544,13.11718897,17543.75,38.190239,0.403614458,tower,basePlot,35.686007,-83.503986,WGS84,17N,273407.258,3952012.389,0.24,Geo 7X (H-Star),639.12,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.503986, 35.686007)",273398.7351,3952000.658,-83.50407665,35.68589951,22.66699982,652.2247518,24.99924978,94.44733429
CFC.GRSM060.BELE-3.20160608,GRSM_060.basePlot.vst.61,NEON.PLA.D07.GRSM.01896,d5243b13-f5a2-4238-af3a-0f3989d17ca3,GRSM_060.basePlot.vst,6/8/15,vst_GRSM_2015,D07,GRSM,GRSM_060,41,4,61,6.9,215.9,NA,NA,NA,NEON.DOC.000987vE,BELE,Betula lenta L.,species,jtroxler@field-ops.org,cjuneau@field-ops.org,NA,17N,3952026.601,273427.1616,0.83,35.686191,-83.503727,634.28,1.24,2016-06-08T21:00:00Z,2.2,45.2,20.7,5.79736,3.44636,0.596472206,0.39,Live,8.521867111,12.28151437,11449.12,34.063753,0.393939394,tower,basePlot,35.686191,-83.503727,WGS84,17N,273431.165,3952032.208,0.23,Geo 7X (H-Star),634.28,0.24,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-83.503727, 35.686191)",273427.119,3952026.619,-83.50377057,35.68613988,28.28499985,655.4729958,25.92531252,99.53875065
CFC.GUAN001.BOSU2-1.20180426,GUAN_001.basePlot.vst.31,NEON.PLA.D04.GUAN.04562,372b11fe-a3aa-46ca-a2d1-7aad1af22b5b,GUAN_001.basePlot.vst,11/12/15,vst_GUAN_2015,D04,GUAN,GUAN_001,31,1,31,3.5,62.9,NA,NA,NA,NEON.DOC.000987vE,BOSU2,Bourreria succulenta Jacq.,species,lrivera@field-ops.org,agutting@field-ops.org,NA,19N,1988481.624,727545.639,0.72,17.972681,-66.851328,150.74,1.15,2018-04-26T14:36:00Z,1.69,41.76,24.73,10.14,2.628,2.792,3.87,Live,7.39,23.95,28684.04,134.918233,0.414346895,distributed,basePlot,17.972681,-66.851328,WGS84,19N,727542.49,1988480.011,0.12,GeoXH 6000,150.74,0.15,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.851328, 17.972681)",727545.6057,1988481.605,-66.85129873,17.97269491,8.779999733,156.6806269,20.68825001,294.4823761
CFC.GUAN001.BUBU-2.20180426,GUAN_001.basePlot.vst.49,NEON.PLA.D04.GUAN.04566,fe429266-070d-46de-bf15-5f78d4a169e3,GUAN_001.basePlot.vst,11/12/15,vst_GUAN_2015,D04,GUAN,GUAN_001,40,3,49,2,141.5,NA,NA,NA,NEON.DOC.000987vE,BUBU,Bucida buceras L.,species,lrivera@field-ops.org,agutting@field-ops.org,NA,19N,1988498.61,727543.4291,0.7,17.972863,-66.851329,147.73,1.11,2018-04-26T14:55:00Z,1.63,38.95,23.94,18.72,5.4,4.09,2.6,Live,5.03,22.45,22665.33,114.712647,0.464285714,distributed,basePlot,17.972863,-66.851329,WGS84,19N,727542.151,1988500.156,0.1,Geo 7X (H-Star),147.73,0.11,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.851329, 17.972863)",727543.396,1988498.591,-66.85131773,17.97284856,14.77999973,160.7231255,13.99331236,279.3597527
CFC.GUAN001.EURH-3.20180426,GUAN_001.basePlot.vst.41,NEON.PLA.D04.GUAN.08869Z,a7e0143c-4087-457b-9d56-9eeb421d34e4,GUAN_001.basePlot.vst,4/26/18,vst_GUAN_2018,D04,GUAN,GUAN_001,32,NaN,41,6.2,117.9,NA,NA,NA,NEON.DOC.000987vG,EURH,Eugenia rhombea (Berg) Krug & Urb.,species,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,NA,19N,1988487.094,727557.7409,0.75,17.97277,-66.851235,152.08,1.16,2018-04-26T15:30:00Z,1.31,45.05,34.38,7.47,2.616,2.587,2.24,Live,11.77,28.77,15128.3,148.066868,0.475583864,distributed,basePlot,17.97277,-66.851235,WGS84,19N,727552.299,1988489.995,0.15,Geo 7X (H-Star),152.08,0.16,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.851235, 17.97277)",727557.7783,1988487.094,-66.85118325,17.97274321,8.100000381,159.7168741,17.77424997,286.7371864
CFC.GUAN002.AMEL-3.20180424,GUAN_002.basePlot.vst.49,NEON.PLA.D04.GUAN.01580,a3fd8eef-ceba-4d00-86d6-a318b523b3f4,GUAN_002.basePlot.vst,8/14/15,vst_GUAN_2015,D04,GUAN,GUAN_002,40,1,49,8.2,173.1,NA,NA,NA,NEON.DOC.000987vE,AMEL,Amyris elemifera L.,species,emartinez@field-ops.org,wplaza-muniz@field-ops.org,NA,19N,1988249.658,730364.2996,0.7,17.970377,-66.82473,90.04,1.1,2018-04-24T13:16:00Z,1.92,47.47,24.69,11.5,2.852,3.876,1.95,Live,9.6,18.15,12611.24,154.62397,0.550847458,distributed,basePlot,17.970377,-66.82473,WGS84,19N,730363.307,1988257.838,0.1,GeoXH 6000,90.04,0.1,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.82473, 17.970377)",730364.2921,1988249.697,-66.82472167,17.97030372,5.960000038,93.21375036,6.520500109,145.0233138
CFC.GUAN002.BOURR-1.20180424,GUAN_002.basePlot.vst.41,NEON.PLA.D04.GUAN.01942,227ae59e-702a-4ec0-9e29-7a17f09aa9d9,GUAN_002.basePlot.vst,8/13/15,vst_GUAN_2015,D04,GUAN,GUAN_002,32,NaN,41,5,148.4,NA,NA,NA,NEON.DOC.000987vE,BOURR,Bourreria sp.,genus,ddelacruzgaitan@field-ops.org,jaceituno@field-ops.org,NA,19N,1988244.472,730376.3185,0.7,17.970294,-66.824633,89.06,1.1,2018-04-24T12:12:00Z,1.62,45.21,27.94,13.2,3.678,3.876,2.88,Live,8.5,23.75,22583.65,127.525887,0.406779661,distributed,basePlot,17.970294,-66.824633,WGS84,19N,730373.689,1988248.694,0.1,GeoXH 6000,89.06,0.1,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.824633, 17.970294)",730376.3089,1988244.435,-66.82460884,17.97025493,6.110000134,92.30437517,4.916562498,106.2029376
CFC.GUAN002.BUBU-2.20180424,GUAN_002.basePlot.vst.41,NEON.PLA.D04.GUAN.01945,2cfc002e-9594-4b59-b0dc-2d07402514d0,GUAN_002.basePlot.vst,8/13/15,vst_GUAN_2015,D04,GUAN,GUAN_002,32,NaN,41,13.5,135,NA,NA,NA,NEON.DOC.000987vE,BUBU,Bucida buceras L.,species,ddelacruzgaitan@field-ops.org,jaceituno@field-ops.org,NA,19N,1988239.185,730383.2445,0.7,17.970294,-66.824633,89.06,1.1,2018-04-24T12:50:00Z,1.46,44.87,30.78,13.02,3.128,2.602,3.71,Live,11.44,25.06,24701.74,150.191849,0.510316369,distributed,basePlot,17.970294,-66.824633,WGS84,19N,730373.689,1988248.694,0.1,GeoXH 6000,89.06,0.1,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.824633, 17.970294)",730383.2349,1988239.148,-66.82454406,17.97020644,8.529999733,93.37874985,3.69449994,109.8109374
CFC.GUAN003.AMEL-3.20180427,GUAN_003.basePlot.vst.41,NEON.PLA.D04.GUAN.08877Z,97e7f05e-0244-45e8-9f08-bd74f24ae7b4,GUAN_003.basePlot.vst,4/27/18,vst_GUAN_2018,D04,GUAN,GUAN_003,41,NaN,41,5.3,0.8,NA,NA,NA,NEON.DOC.000987vG,AMEL,Amyris elemifera L.,species,amegill@battelleecology.org,ajimenez@battelleecology.org,NA,19N,1988522.673,726443.1122,0.87,17.973133,-66.861701,182.85,1.25,2018-04-27T13:54:00Z,2.3,48.65,21.12,12.14,3.316,3.422,1.25,Live,10.02,20.78,13809.48,90.517529,0.409836066,distributed,basePlot,17.973133,-66.861701,WGS84,19N,726443.088,1988517.404,0.27,GeoXH 6000,182.85,0.25,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.861701, 17.973133)",726443.162,1988522.703,-66.86169925,17.97318113,6.510000229,188.6812496,9.163187534,324.708374
CFC.GUAN003.BUSI-2.20180427,GUAN_003.basePlot.vst.33,NEON.PLA.D04.GUAN.02069,c136e48b-b213-4d8e-934f-6d573f959a46,GUAN_003.basePlot.vst,4/6/16,vst_GUAN_2016,D04,GUAN,GUAN_003,32,NaN,33,10.1,303.1,NA,NA,NA,NEON.DOC.000987vE,BUSI,Bursera simaruba (L.) Sarg.,species,lrivera@field-ops.org,adejesus@field-ops.org,NA,19N,1988513.486,726444.857,0.83,17.973047,-66.861605,185.75,1.29,2018-04-27T13:33:00Z,2.12,50.63,23.89,13.46,3.74,3.37,1.8,Live,23.06,18.67,21577.92,83.418606,0.341555977,distributed,basePlot,17.973047,-66.861605,WGS84,19N,726453.308,1988507.968,0.23,GeoXH 6000,185.75,0.29,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.861605, 17.973047)",726444.847,1988513.484,-66.86168435,17.97309768,6.75,188.8962498,7.492812514,247.812378
CFC.GUAN003.PIAL3-1.20180427,GUAN_003.basePlot.vst.51,NEON.PLA.D04.GUAN.02073,568a91af-6c0b-40e5-8d18-39f04995aef4,GUAN_003.basePlot.vst,8/26/15,vst_GUAN_2015,D04,GUAN,GUAN_003,41,NaN,51,7.3,246.5,NA,NA,NA,NEON.DOC.000987vE,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,species,ddelacruzgaitan@field-ops.org,lrivera@field-ops.org,NA,19N,1988525.758,726446.173,0.7,17.973234,-66.861607,182.78,1.1,2018-04-27T13:14:00Z,3.39,50.84,15.01,9.26,2.41,3.614,1.96,Live,23.65,13.38,24186.45,81.03711,0.307210031,distributed,basePlot,17.973234,-66.861607,WGS84,19N,726452.918,1988528.616,0.1,GeoXH 6000,182.78,0.1,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.861607, 17.973234)",726446.2235,1988525.705,-66.86167003,17.97320792,6.119999886,185.8199987,7.475499988,190.9090629
CFC.GUAN004.BUBU-2.20180426,GUAN_004.basePlot.vst.33,NEON.PLA.D04.GUAN.04334,3a7d3f47-f3e2-40fc-af8c-607b4db0f5d6,GUAN_004.basePlot.vst,2/26/16,vst_GUAN_2016,D04,GUAN,GUAN_004,32,NaN,33,9,284.8,NA,NA,NA,NEON.DOC.000987vE,BUBU,Bucida buceras L.,species,wplaza-muniz@neoninc.org,wplaza-muniz@neoninc.org,NA,19N,1988090.589,727406.5475,0.74,17.969156,-66.852572,135.76,1.15,2018-04-26T11:58:00Z,1.7,43.94,25.84,17.44,4.754,3.876,2.73,Live,12.69,29.99,20201.38,135.139283,0.491007194,distributed,basePlot,17.969156,-66.852572,WGS84,19N,727415.214,1988088.29,0.14,GeoXH 6000,135.76,0.15,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.852572, 17.969156)",727406.5126,1988090.589,-66.8526542,17.96917768,11.18999958,140.3131237,17.31012505,258.6425009
CFC.GUAN004.BUSI-1.20180426,GUAN_004.basePlot.vst.41,NEON.PLA.D04.GUAN.04332,20ab6f44-024d-40f5-9a96-8ed3e7d6ad01,GUAN_004.basePlot.vst,2/26/16,vst_GUAN_2016,D04,GUAN,GUAN_004,32,4,41,6.5,125,NA,NA,NA,NEON.DOC.000987vE,BUSI,Bursera simaruba (L.) Sarg.,species,wplaza-muniz@neoninc.org,wplaza-muniz@neoninc.org,NA,19N,1988095.29,727410.0656,0.71,17.969254,-66.85267,133.51,1.12,2018-04-26T11:30:00Z,2.225,50.16,22.56,8.66,2.547,2.711,1.03,Live,16.17,15.53,22314.92,46.157459,0.242924528,distributed,basePlot,17.969254,-66.85267,WGS84,19N,727404.787,1988099.03,0.11,GeoXH 6000,133.51,0.12,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.85267, 17.969254)",727410.1115,1988095.302,-66.85261972,17.96921987,10.17000008,140.8968754,20.39618748,268.085125
CFC.GUAN004.PIAC-3.20180426,GUAN_004.basePlot.vst.41,NEON.PLA.D04.GUAN.08788Z,de433d97-bd10-4e64-9d65-f72416940106,GUAN_004.basePlot.vst,4/26/18,vst_GUAN_2018,D04,GUAN,GUAN_004,40,NaN,41,7.1,245.8,NA,NA,NA,NEON.DOC.000987vG,PIAC,Pictetia aculeata (Vahl) Urb.,species,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,NA,19N,1988096.107,727398.2651,0.71,17.969254,-66.85267,133.51,1.12,2018-04-26T12:56:00Z,2.74,47.96,17.49,17.68,4.73,3.904,0.86,Live,13.27,19.81,7911.222,108.706341,0.42364532,distributed,basePlot,17.969254,-66.85267,WGS84,19N,727404.787,1988099.03,0.11,GeoXH 6000,133.51,0.12,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-66.85267, 17.969254)",727398.3109,1988096.12,-66.852731,17.96922849,7.139999866,134.6943731,19.94887495,228.5425005
CFC.GUAN005.BUSI-1.20180502,GUAN_005.basePlot.vst.31,NEON.PLA.D04.GUAN.04171,597c69ab-70a6-47ab-846f-92ffb295efae,GUAN_005.basePlot.vst,11/23/15,vst_GUAN_2015,D04,GUAN,GUAN_005,31,NaN,31,3.7,87.3,NA,NA,NA,NEON.DOC.000987vE,BUSI,Bursera simaruba (L.) Sarg.,species,lrivera@field-ops.org,mharris@field-ops.org,NA,19N,1987998.729,724456.5204,0.7,17.968653,-66.880541,168.86,1.1,2018-05-02T12:08:00Z,1.71,48.95,28.59,8.69,3.274,2.415,0.91,Live,13.54,14.04,18426.89,49.384351,0.252077562,distributed,basePlot,17.968653,-66.880541,WGS84,19N,724452.873,1987998.574,0.1,GeoXH 6000,168.86,0.1,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-66.880541, 17.968653)",724456.5689,1987998.748,-66.88050564,17.96865436,6.679999828,173.4391696,18.56508334,83.60299937
CFC.GUAN005.BUSI-3.20180502,GUAN_005.basePlot.vst.49,NEON.PLA.D04.GUAN.04185,990d402b-f070-4395-8f70-5030028e89c4,GUAN_005.basePlot.vst,11/23/15,vst_GUAN_2015,D04,GUAN,GUAN_005,40,NaN,49,4.4,157.8,NA,NA,NA,NEON.DOC.000987vE,BUSI,Bursera simaruba (L.) Sarg.,species,agutting@field-ops.org,mharris@field-ops.org,NA,19N,1988015.297,724454.6732,0.7,17.968841,-66.880537,167.19,1.12,2018-05-02T12:57:00Z,2.67,50.07,18.76,8.31,2.972,2.438,0.97,Live,14.85,15.11,21080.08,46.015006,0.234866828,distributed,basePlot,17.968841,-66.880537,WGS84,19N,724453.043,1988019.327,0.1,GeoXH 6000,167.19,0.12,evergreenForest,cdw|cfc|dhp|hbp|vst,"c(-66.880537, 17.968841)",724454.7055,1988015.253,-66.88052145,17.96880363,8.5,173.4812508,19.08099997,72.10249996
