individualID,sampleID,plotID,dataEntryLatitude,dataEntryLongitude,dataEntryAltitude,sampleCode,chlorophyllSampleID,chlorophyllSampleCode,taxonID,plantStatus,lmaSampleID,lmaSampleCode,lmaSampleCondition,dryMass,lmaFreshMass,leafArea,dryMassFraction,percentGreen,subsample1Height,chlA_perc,chlB_perc,carot_perc,extractChlAConc,extractChlBConc,extractCarotConc,solventVolume,freshMass,chlA_perc_dw,chlB_perc_dw,carot_perc_dw
NEON.PLA.D11.CLBJ.01030,CFC.CLBJ028.CELA-1.20190501,CLBJ_028.basePlot.cfc,33.2002755,-97.1126471,162.300003052,A00000052495,CFC.CLBJ028.CELA-1.20190501.CHL,B00000001972,CELA,OK,CFC.CLBJ028.CELA-1.20190501.LMA,NA,OK,0.655,2.166,15168.81,0.302400738689,100,5.4,2030.9677419354841,649.4623655913979,540.6451612903226,18.888,6.04,5.028,8,0.0744,0.6716146761877475,0.21476877616338388,0.1787843388326977
NEON.PLA.D11.CLBJ.00988,CFC.CLBJ008.QUST-3.20190501,CLBJ_008.basePlot.cfc,33.200188,-97.1124813,162.300003052,A00000052474,CFC.CLBJ008.QUST-3.20190501.CHL,B00000001966,QUST,Insect damaged,CFC.CLBJ008.QUST-3.20190501.LMA,NA,OK,1.936,4.891,18759.93,0.395829073809,100,6.7,1087.6235294117646,313.1294117647059,218.91764705882352,11.556,3.327,2.326,8,0.085,0.274771006319909,0.07910722897424172,0.055306105979587086
NEON.PLA.D11.CLBJ.00943,CFC.CLBJ008.ULAL-2.20190501,CLBJ_008.basePlot.cfc,33.2002744,-97.1126438,162.300003052,A00000052500,CFC.CLBJ008.ULAL-2.20190501.CHL,B00000001970,ULAL,OK,CFC.CLBJ008.ULAL-2.20190501.LMA,NA,OK,1.044,2.528,15773.09,0.412974683544,100,6.6,2259.6587030716723,652.5597269624573,563.0034129692832,24.828,7.17,6.186,8,0.0879,0.5471663985986005,0.15801446262091048,0.13632879578423324
NEON.PLA.D11.CLBJ.00946,CFC.CLBJ008.PRME-1.20190501,CLBJ_008.basePlot.cfc,33.200188,-97.1124813,162.300003051758,A00000052492,CFC.CLBJ008.PRME-1.20190501.CHL,B00000001983,PRME,OK,CFC.CLBJ008.PRME-1.20190501.LMA,NA,OK,1.344,3.711,20556.08,0.362166531932,100,4.5,1509.4791666666667,485.1041666666667,448.5416666666667,14.491,4.657,4.306,8,0.0768,0.41679145740338175,0.13394505673366564,0.1238495628720559
NEON.PLA.D08.DELA.04086,CFC.DELA051.FRPE-5.20190430,DELA_051.basePlot.cfc,NA,NA,NA,A00000081997,CFC.DELA051.FRPE-5.20190430.CHL,B00000004741,FRPE,OK,CFC.DELA051.FRPE-5.20190430.LMA,A00000082159,OK,1.23,4.32,26167.2,0.284722222222,100,22.2,1434.1076487252126,471.85552407932016,479.98583569405105,14.464,4.759,4.841,7,0.0706,0.5036865888209556,0.16572486699384179,0.16858039107316414
NEON.PLA.D08.DELA.04085A,CFC.DELA051.ACRU-4.20190430,DELA_051.basePlot.cfc,NA,NA,NA,A00000081996,CFC.DELA051.ACRU-4.20190430.CHL,B00000004738,ACRU,OK,CFC.DELA051.ACRU-4.20190430.LMA,A00000082157,OK,0.71,2.08,17793.18,0.341346153846,100,13.7,2297.98751950078,891.1076443057723,483.33853354134163,21.043,8.16,4.426,7,0.0641,0.6732132451498277,0.26105688734603405,0.14159776757273856
NEON.PLA.D08.DELA.09158,CFC.DELA051.ACRU-3.20190430,DELA_051.basePlot.cfc,NA,NA,NA,A00000081993,CFC.DELA051.ACRU-3.20190430.CHL,B00000004739,ACRU,OK,CFC.DELA051.ACRU-3.20190430.LMA,A00000082160,OK,0.91,2.65,18149.14,0.343396226415,100,9.2,1948.2857142857144,703.2380952380953,431.23809523809524,20.457,7.384,4.528,7,0.0735,0.5673579277866552,0.2047891156463148,0.1255803244375018
NEON.PLA.D08.DELA.04075,CFC.DELA051.ULAM-2.20190430,DELA_051.basePlot.cfc,NA,NA,NA,A00000081989,CFC.DELA051.ULAM-2.20190430.CHL,B00000004740,ULAM,OK,CFC.DELA051.ULAM-2.20190430.LMA,A00000082158,OK,0.75,2.47,19933.06,0.303643724696,100,9.9,2320.2439024390246,742.569105691057,490.7967479674797,20.385,6.524,4.312,7,0.0615,0.7641336585374822,0.24455275880787505,0.16163572899747966
NEON.PLA.D08.DELA.04082,CFC.DELA051.LIST2-1.20190430,DELA_051.basePlot.cfc,NA,NA,NA,A00000081987,CFC.DELA051.LIST2-1.20190430.CHL,B00000004751,LIST2,OK,CFC.DELA051.LIST2-1.20190430.LMA,A00000082156,OK,0.63,2.38,12126.6,0.264705882353,100,13.2,1956.2678803641095,642.2886866059819,450.3120936280884,21.491,7.056,4.947,7,0.0769,0.7390345325818327,0.24264239271776142,0.17011790203724003
NEON.PLA.D08.DELA.04470,CFC.DELA044.CELA-4.20190429,DELA_044.basePlot.cfc,NA,NA,NA,A00000081988,CFC.DELA044.CELA-4.20190429.CHL,B00000004742,CELA,OK,CFC.DELA044.CELA-4.20190429.LMA,A00000082162,OK,0.43,1.38,14066.5,0.311594202899,100,13.6,2965.296367112811,1028.451242829828,748.7189292543021,22.155,7.684,5.594,7,0.0523,0.9516532526999487,0.3300610965356085,0.240286540085918
NEON.PLA.D08.DELA.09665,CFC.DELA044.CATO6-3.20190429,DELA_044.basePlot.cfc,NA,NA,NA,A00000081986,CFC.DELA044.CATO6-3.20190429.CHL,B00000004743,CATO6,OK,CFC.DELA044.CATO6-3.20190429.LMA,A00000082165,OK,2.36,6.35,38468.84,0.371653543307,100,10.4,2460.4873646209385,968.6281588447655,504.6570397111914,19.473,7.666,3.994,7,0.0554,0.6620379137858728,0.260626644434987,0.13578695771893273
NEON.PLA.D08.DELA.04446,CFC.DELA044.QUAL-2.20190429,DELA_044.basePlot.cfc,NA,NA,NA,A00000081985,CFC.DELA044.QUAL-2.20190429.CHL,B00000004737,QUAL,OK,CFC.DELA044.QUAL-2.20190429.LMA,A00000082161,OK,1.28,3.04,19751.87,0.421052631579,100,14.3,2051.772939346812,628.040435458787,530.388802488336,18.847,5.769,4.872,7,0.0643,0.487296073094807,0.14915960342144327,0.12596734059096404
NEON.PLA.D08.DELA.04432,CFC.DELA044.CAOV2-1.20190429,DELA_044.basePlot.cfc,NA,NA,NA,A00000081984,CFC.DELA044.CAOV2-1.20190429.CHL,B00000004744,CAOV2,OK,CFC.DELA044.CAOV2-1.20190429.LMA,A00000082166,OK,2.36,6.09,46939,0.387520525452,100,14.2,2920.9310344827586,1027.4310344827586,722.448275862069,24.202,8.513,5.986,7,0.058,0.7537487288127034,0.2651294491522413,0.18642838983029678
NEON.PLA.D08.DELA.04151,CFC.DELA040.ACRU-2.20190429,DELA_040.basePlot.cfc,NA,NA,NA,A00000081983,CFC.DELA040.ACRU-2.20190429.CHL,B00000004745,ACRU,OK,CFC.DELA040.ACRU-2.20190429.LMA,A00000082163,OK,1.41,3.32,22808.98,0.424698795181,100,12.3,2244.6666666666665,829.1111111111111,506.462962962963,17.316,6.396,3.907,7,0.054,0.5285314420800333,0.1952233254529853,0.11925227213020852
NEON.PLA.D08.DELA.04146,CFC.DELA040.FRPE-1.20190429,DELA_040.basePlot.cfc,NA,NA,NA,A00000081982,CFC.DELA040.FRPE-1.20190429.CHL,B00000004733,FRPE,OK,CFC.DELA040.FRPE-1.20190429.LMA,NA,OK,0.46,1.86,13164.87,0.247311827957,100,13.6,2225.479256080114,786.4234620886981,588.8412017167382,22.223,7.853,5.88,7,0.0699,0.8998676991975721,0.3179886172793293,0.23809665982458378
NEON.PLA.D11.CLBJ.02580,CFC.CLBJ046.QUST-5.20190426,CLBJ_046.basePlot.cfc,33.2001165,-97.1124506,162.300003051758,A00000052501,CFC.CLBJ046.QUST-5.20190426.CHL,B00000001978,QUST,OK,CFC.CLBJ046.QUST-5.20190426.LMA,NA,OK,1.292,3.59,18053.07,0.359888579387,100,6.8,1082.7404479578395,341.14624505928856,250.67193675889328,11.74,3.699,2.718,7,0.0759,0.3008543504776053,0.09479218419221991,0.0696526511582735
NEON.PLA.D11.CLBJ.02539,CFC.CLBJ046.ULAL-4.20190426,CLBJ_046.basePlot.cfc,33.2002878,-97.1126713,162.5,A00000052496,CFC.CLBJ046.ULAL-4.20190426.CHL,B00000001976,ULAL,OK,CFC.CLBJ046.ULAL-4.20190426.LMA,NA,OK,1.338,3.205,17828.73,0.417472698908,100,4.3,1338.5135135135133,406.8618618618618,321.93693693693695,12.735,3.871,3.063,7,0.0666,0.32062300529225424,0.09745831593924745,0.07711568631410876
NEON.PLA.D11.CLBJ.02536,CFC.CLBJ046.QUMA3-3.20190426,CLBJ_046.basePlot.cfc,33.2003176,-97.1126539,162.300003052,A00000053139,CFC.CLBJ046.QUMA3-3.20190426.CHL,B00000001980,QUMA3,OK,CFC.CLBJ046.QUMA3-3.20190426.LMA,NA,OK,2.156,4.921,23649.93,0.438122332859,100,7,1498.893229166667,416.44531250000006,370.23437500000006,16.445,4.569,4.062,7,0.0768,0.34211751302097004,0.09505229048299253,0.08450479403412468
NEON.PLA.D11.CLBJ.01002,CFC.CLBJ046.ULAL-2.20190426,CLBJ_046.basePlot.cfc,33.2002266,-97.1125471,162.300003051758,A00000052503,CFC.CLBJ046.ULAL-2.20190426.CHL,B00000001982,ULAL,OK,CFC.CLBJ046.ULAL-2.20190426.LMA,NA,OK,1.299,3.208,19749.88,0.404925187032,100,6.5,1535.9963099630997,449.70479704797054,372.0848708487085,11.893,3.482,2.881,7,0.0542,0.3793284189658755,0.11105873663828963,0.09188978180784388
NEON.PLA.D11.CLBJ.01009,CFC.CLBJ046.MORU2-1.20190426,CLBJ_046.basePlot.cfc,33.2002574,-97.1126025,162.300003052,A00000052484,CFC.CLBJ046.MORU2-1.20190426.CHL,B00000001974,MORU2,OK,CFC.CLBJ046.MORU2-1.20190426.LMA,NA,OK,0.734,3.035,19960.55,0.241845140033,100,6.6,1359.8688915375446,379.45172824791416,470.0595947556615,16.299,4.548,5.634,7,0.0839,0.5622891125089341,0.15689863695261258,0.19436387875791983
NEON.PLA.D11.CLBJ.01626,CFC.CLBJ045.ULCR-1.20190426,CLBJ_045.basePlot.cfc,33.2002947,-97.1126699,162.300003052,A00000052475,CFC.CLBJ045.ULCR-1.20190426.CHL,B00000001965,ULCR,OK,CFC.CLBJ045.ULCR-1.20190426.LMA,NA,OK,1.524,3.35,15556.34,0.454925373134,100,4.1,1115.7629255989914,298.27238335435055,313.8965952080706,12.64,3.379,3.556,7,0.0793,0.245262847818853,0.06556512363765063,0.06899957965536717
NEON.PLA.D08.DELA.09414,CFC.DELA003.LIST2-1.20190425,DELA_003.basePlot.cfc,NA,NA,NA,A00000081981,CFC.DELA003.LIST2-1.20190425.CHL,B00000004734,LIST2,OK,CFC.DELA003.LIST2-1.20190425.LMA,NA,OK,1.08,3.32,15937.27,0.325301204819,100,16.7,1344.3396226415093,431.0377358490566,330.9433962264151,14.25,4.569,3.508,7,0.0742,0.41325995807163085,0.13250419287223028,0.10173445143265131
NEON.PLA.D11.CLBJ.01604,CFC.CLBJ045.ULCR-1.20190425,CLBJ_045.basePlot.cfc,33.2002907,-97.1126686,162.300003052,A00000052502,CFC.CLBJ045.ULCR-1.20190425.CHL,B00000001967,ULCR,OK,CFC.CLBJ045.ULCR-1.20190425.LMA,NA,OK,0.848,1.832,10627.36,0.46288209607,100,5.9,1009.8936170212768,291.91489361702133,249.5744680851064,9.493,2.744,2.346,7,0.0658,0.2181751304696292,0.06306463267762166,0.053917503010823764
NEON.PLA.D08.DELA.05326,CFC.DELA004.CELA-2.20190425,DELA_004.basePlot.cfc,NA,NA,NA,A00000081978,CFC.DELA004.CELA-2.20190425.CHL,B00000004726,CELA,OK,CFC.DELA004.CELA-2.20190425.LMA,NA,OK,0.68,1.87,17377.25,0.363636363636,100,12,1542.2720247295213,477.12519319938184,447.91344667697064,14.255,4.41,4.14,7,0.0647,0.4241248068010425,0.13120942812996123,0.12317619783629012
NEON.PLA.D08.DELA.05351,CFC.DELA004.FRPE-1.20190425,DELA_004.basePlot.cfc,NA,NA,NA,A00000081977,CFC.DELA004.FRPE-1.20190425.CHL,B00000004730,FRPE,OK,CFC.DELA004.FRPE-1.20190425.LMA,NA,OK,0.086,3.23,18974.73,0.026625386997,100,15.7,1349.0359712230213,469.0503597122302,404.388489208633,13.394,4.657,4.015,7,0.0695,5.066728124458898,1.7616658858895842,1.518807930394391
NEON.PLA.D08.DELA.04982,CFC.DELA037.QUNI-3.20190424,DELA_037.basePlot.cfc,NA,NA,NA,A00000081976,CFC.DELA037.QUNI-3.20190424.CHL,B00000004725,QUNI,OK,CFC.DELA037.QUNI-3.20190424.LMA,NA,OK,1.4,3.03,14898.48,0.46204620462,100,16.8,1103.0526315789473,365.96491228070175,276.5614035087719,8.982,2.98,2.252,7,0.057,0.23873210526339664,0.07920526315797395,0.05985578947374405
NEON.PLA.D08.DELA.04948,CFC.DELA037.QUMI-2.20190424,DELA_037.basePlot.cfc,NA,NA,NA,A00000081975,CFC.DELA037.QUMI-2.20190424.CHL,B00000004724,QUMI,OK,CFC.DELA037.QUMI-2.20190424.LMA,A00000082153,OK,1.49,3.55,26991.09,0.419718309859,100,7,1339.8555956678701,458.8327316486161,323.38146811071005,15.906,5.447,3.839,7,0.0831,0.3192273399075634,0.10931920787605294,0.07704726253647279
NEON.PLA.D08.DELA.12552,CFC.DELA037.LIST2-1.20190424,DELA_037.basePlot.cfc,NA,NA,NA,A00000081974,CFC.DELA037.LIST2-1.20190424.CHL,B00000004722,LIST2,OK,CFC.DELA037.LIST2-1.20190424.LMA,NA,OK,1.03,3.29,15929.5,0.313069908815,100,7.8,1594.2931258106353,434.4357976653697,438.7937743190662,17.56,4.785,4.833,7,0.0771,0.5092450858165161,0.13876638585603815,0.14015839975804228
NEON.PLA.D08.DELA.05241,CFC.DELA018.CATO6-1.20190424,DELA_018.basePlot.cfc,NA,NA,NA,NA,CFC.DELA018.CATO6-1.20190424.CHL,B00000004723,CATO6,OK,CFC.DELA018.CATO6-1.20190424.LMA,NA,OK,2.97,8.08,60339.63,0.367574257426,100,10.9,1802.7554744525546,648.9051094890511,536.8795620437957,14.113,5.08,4.203,7,0.0548,0.4904466071907893,0.17653714763191455,0.14606016368049937
NA,CFC.CLBJ036.CLIP-1.20190423,CLBJ_036.basePlot.cfc,33.2002907,-97.1126686,162.300003052,A00000052514,CFC.CLBJ036.CLIP-1.20190423.CHL,B00000001985,NA,NA,CFC.CLBJ036.CLIP-1.20190423.LMA,NA,OK,0.266,0.946,6466.49,0.281183932347,100,NA,1003.625,249.2777777777778,330.1666666666667,10.323,2.564,3.396,7,0.072,0.35692828947333266,0.08865292397652087,0.11742017543848084
NEON.PLA.D17.SJER.04150,CFC.SJER002.QUWI2-2.20190404,SJER_002.basePlot.cfc,36.8072028,-119.8778581,63.1,NA,CFC.SJER002.QUWI2-2.20190404.CHL,B00000043518,QUWI2,OK,CFC.SJER002.QUWI2-2.20190404.LMA,NA,OK,1.36,2.5474,9303.622,0.533877679202,100,1.1,1072.1736526946108,319.2020958083832,291.8976652694611,7.6737,2.284575,2.08915329,7,0.0501,0.20082758550558155,0.05978936903402712,0.05467500827263797
NA,CFC.SJER002.CLIP-1.20190404,SJER_002.basePlot.cfc,36.8071612,-119.8777631,78.4,NA,CFC.SJER002.CLIP-1.20190404.CHL,B00000043519,NA,NA,CFC.SJER002.CLIP-1.20190404.LMA,NA,OK,0.15,0.5211,3436.442,0.287852619459,98,NA,1802.933936651584,576.2710407239819,492.68552740573153,17.07636,5.45811,4.666435781,7,0.0663,0.6263392495924058,0.20019655954739798,0.17115895222065428
NEON.PLA.D17.SJER.04194,CFC.SJER008.RHIL-3.20190404,SJER_008.basePlot.cfc,36.8071878,-119.8778308,89,NA,CFC.SJER008.RHIL-3.20190404.CHL,B00000043520,RHIL,OK,CFC.SJER008.RHIL-3.20190404.LMA,NA,OK,0.72,1.5014,7534.454,0.479552417743,100,1.7,1417.374358974359,412.69487179487186,383.03621641025643,14.21424,4.13874,3.841306056,7,0.0702,0.2955619253563962,0.0860583445157484,0.07987369101651194
NEON.PLA.D17.SJER.04193,CFC.SJER008.QUWI2-2.20190404,SJER_008.basePlot.cfc,36.8072324,-119.8779105,57.6,NA,CFC.SJER008.QUWI2-2.20190404.CHL,B00000043521,QUWI2,OK,CFC.SJER008.QUWI2-2.20190404.LMA,NA,OK,0.8,1.644,8058.394,0.486618004866,100,1.7,842.9267716535433,239.69350393700788,273.37836240157475,9.17586,2.609235,2.975918745,7,0.0762,0.17322145157486724,0.04925701505907335,0.0561792534735444
NEON.PLA.D17.SJER.04192,CFC.SJER008.PISA2-1.20190404,SJER_008.basePlot.cfc,36.8072043,-119.8778745,59.7999992370605,NA,CFC.SJER008.PISA2-1.20190404.CHL,B00000043522,PISA2,OK,CFC.SJER008.PISA2-1.20190404.LMA,NA,OK,0.95,1.581,3297.026,0.600885515497,100,1.4,1195.1204419889505,399.7889502762431,310.54996348066294,9.27072,3.10122,2.408980431,7,0.0543,0.19889320197716054,0.06653329793539334,0.051682051817109144
NEON.PLA.D17.SJER.04990,CFC.SJER026.CECU-2.20190404,SJER_026.basePlot.cfc,36.8071772,-119.8778004,76.7,NA,CFC.SJER026.CECU-2.20190404.CHL,B00000043483,CECU,OK,CFC.SJER026.CECU-2.20190404.LMA,NA,OK,1.07,2.4916,6310.287,0.429442928239,100,1.5,832.4936170212767,228.7436170212766,223.86665562647755,10.06128,2.76453,2.705588438,7,0.0846,0.19385430805323797,0.05326519590374366,0.05212954758493262
NA,CFC.SJER026.CLIP-1.20190404,SJER_026.basePlot.cfc,36.8071675,-119.8777859,74.9,NA,CFC.SJER026.CLIP-1.20190404.CHL,B00000043481,NA,NA,CFC.SJER026.CLIP-1.20190404.LMA,NA,OK,0.24,1.2004,5428.437,0.199933355548,100,NA,1162.8451783355351,360.67708058124174,278.2934377278732,12.57534,3.900465,3.009544748,7,0.0757,0.5816163966979283,0.1803986531375203,0.13919310110366276
NEON.PLA.D17.SJER.04940,CFC.SJER003.QUDO-1.20190403,SJER_003.basePlot.cfc,36.8072044,-119.8778728,59.7999992370605,NA,CFC.SJER003.QUDO-1.20190403.CHL,B00000043422,QUDO,OK,CFC.SJER003.QUDO-1.20190403.LMA,NA,OK,0.48,1.0244,7462.546,0.468566966029,100,0.4,915.4182692307693,260.49338942307696,330.36847955528845,10.8804,3.09615,3.926665357,7,0.0832,0.19536551562495622,0.055593630859362544,0.07050613967840867
NA,CFC.SJER048.CLIP-1.20190403,SJER_048.basePlot.cfc,36.8072157,-119.8778084,73.1,NA,CFC.SJER048.CLIP-1.20190403.CHL,B00000043404,NA,NA,CFC.SJER048.CLIP-1.20190403.LMA,NA,OK,0.23,2.051,5315.742,0.112140419308,100,NA,778.0709163346613,246.48227091633464,204.66734464143428,5.57988,1.76763,1.467757243,7,0.0502,0.6938362823467296,0.21979788593384617,0.18250987993838677
NA,CFC.SJER015.CLIP-1.20190403,SJER_015.basePlot.cfc,36.8072295,-119.877811,70,NA,CFC.SJER015.CLIP-1.20190403.CHL,B00000043482,NA,NA,CFC.SJER015.CLIP-1.20190403.LMA,NA,OK,0.23,1.752,7051.809,0.131278538813,100,NA,1593.5714851485147,511.5516831683168,441.49954730693065,11.49648,3.69048,3.185103877,7,0.0505,1.2138857573807105,0.38966893430844607,0.33630748125238175
NA,CFC.SJER046.CLIP-1.20190403,SJER_046.basePlot.cfc,36.8071353,-119.8778252,58.3,NA,CFC.SJER046.CLIP-1.20190403.CHL,B00000043414,NA,NA,CFC.SJER046.CLIP-1.20190403.LMA,NA,OK,0.17,0.729,4966.124,0.233196159122,100,NA,901.5205479452055,291.1952054794521,271.5903495890411,6.5811,2.125725,1.982609552,7,0.0511,0.38659322320723205,0.12487135576152823,0.11646433226499012
NEON.PLA.D17.SJER.04443,CFC.SJER009.PISA2-2.20190403,SJER_009.basePlot.cfc,36.8071583,-119.8777476,83.3,NA,CFC.SJER009.PISA2-2.20190403.CHL,B00000043492,PISA2,OK,CFC.SJER009.PISA2-2.20190403.LMA,NA,OK,1.58,3.3021,4056.27,0.478483389358,100,1.3,1128.5842105263157,385.7417182662539,293.14914068111455,10.41522,3.559845,2.705347784,7,0.0646,0.23586695706210023,0.08061757771441529,0.0612663150280816
NEON.PLA.D17.SJER.04441,CFC.SJER015.QUDO-2.20190403,SJER_015.basePlot.cfc,36.8071955,-119.8778111,69.8,NA,CFC.SJER015.QUDO-2.20190403.CHL,B00000043491,QUDO,OK,CFC.SJER015.QUDO-2.20190403.LMA,NA,OK,0.75,2.2928,11844.582,0.327110956036,100,1,923.5163265306122,277.9423469387755,309.9796973469388,9.05046,2.723835,3.037801034,7,0.0686,0.28232509779616655,0.08496882840823794,0.09476286001035814
NA,CFC.SJER045.CLIP-1.20190403,SJER_045.basePlot.cfc,36.8072204,-119.8777805,75.2,NA,CFC.SJER045.CLIP-1.20190403.CHL,B00000043421,NA,NA,CFC.SJER045.CLIP-1.20190403.LMA,NA,OK,0.23,1.181,5637.503,0.194750211685,100,NA,874.2366878980893,250.2892356687898,260.82450514649685,9.80394,2.806815,2.924960522,7,0.0785,0.44890153409030903,0.12851808144559132,0.1339277132947969
NA,CFC.SJER009.CLIP-1.20190403,SJER_009.basePlot.cfc,36.8072143,-119.8778367,72.9,NA,CFC.SJER009.CLIP-1.20190403.CHL,B00000043493,NA,NA,CFC.SJER009.CLIP-1.20190403.LMA,NA,OK,0.18,1.0512,3305.716,0.171232876712,100,NA,712.2300518134715,204.18601036269428,210.13808400690846,5.89116,1.68891,1.738142152,7,0.0579,0.41594235025986603,0.11924463005204242,0.12272064106027017
NA,CFC.SJER048.CLIP-2.20190403,SJER_048.basePlot.cfc,36.8071685,-119.8778123,74.8,NA,CFC.SJER048.CLIP-2.20190403.CHL,B00000043420,NA,NA,CFC.SJER048.CLIP-2.20190403.LMA,NA,OK,0.2,2.017,5425.494,0.099157164105,100,NA,555.6899310344828,207.3313103448276,165.68094885517243,5.75536,2.14736,1.715981256,7,0.0725,0.5604132954488784,0.20909362648298344,0.16708923692062103
NEON.PLA.D17.SJER.00241,CFC.SJER048.CELE2-1.20190401,SJER_048.basePlot.cfc,36.8072568197,-119.877973644,88.6938858032,NA,CFC.SJER048.CELE2-1.20190401.CHL,B00000043424,CELE2,OK,CFC.SJER048.CELE2-1.20190401.LMA,NA,OK,1.02,2.102,8400.179,0.485252140818,100,1.8,1256.3965909090907,309.45767045454545,391.08689265625,12.63576,3.11226,3.933216749,7,0.0704,0.25891623863650676,0.0637725513035112,0.08059457336900902
NEON.PLA.D17.SJER.04442,CFC.SJER048.QUWI2-2.20190401,SJER_048.basePlot.cfc,36.8072493,-119.8778132,77.6,NA,CFC.SJER048.QUWI2-2.20190401.CHL,B00000043423,QUWI2,OK,CFC.SJER048.QUWI2-2.20190401.LMA,NA,OK,0.65,1.671,6834.718,0.388988629563,100,2.6,844.8647482014389,286.72176258992806,226.7479098021583,6.71064,2.27739,1.801026255,7,0.0556,0.21719522988386117,0.07370954850583647,0.0582916549660829
NEON.PLA.D17.SJER.04904,CFC.SJER012.QUDO-2.20190328,SJER_012.basePlot.cfc,NA,NA,NA,NA,CFC.SJER012.QUDO-2.20190328.CHL,B00000043426,QUDO,OK,CFC.SJER012.QUDO-2.20190328.LMA,NA,OK,0.751,2.288,11478.398,0.328234265734,100,1.5,754.532530120482,213.32394578313253,290.95618725903614,7.15728,2.02353,2.759927262,7,0.0664,0.22987622222597343,0.06499136990042642,0.08864284373491527
NA,CFC.SJER012.CLIP-1.20190328,SJER_012.basePlot.cfc,36.8071685,-119.8776953,64,NA,CFC.SJER012.CLIP-1.20190328.CHL,B00000043427,NA,NA,CFC.SJER012.CLIP-1.20190328.LMA,NA,OK,0.3415,1.615,8121.754,0.211455108359,100,NA,942.3776381909547,288.86476130653267,304.70886425879394,10.71618,3.284805,3.464975085,7,0.0796,0.4456632168900001,0.13660807891957363,0.14410097094531832
NA,CFC.SJER019.CLIP-1.20190328,SJER_019.basePlot.cfc,36.8071968,-119.8776916,63.2,NA,CFC.SJER019.CLIP-1.20190328.CHL,B00000043428,NA,NA,CFC.SJER019.CLIP-1.20190328.LMA,NA,OK,0.6484,3.22,14332.764,0.201366459627,100,NA,1960.5363636363636,599.0022727272726,614.2589547727273,17.25272,5.27122,5.405478802,7,0.0616,0.973616146039391,0.2974687412376575,0.30504531683704744
NA,CFC.SJER001.CLIP-1.20190328,SJER_001.basePlot.cfc,36.807159,-119.8777049,55.9,NA,CFC.SJER001.CLIP-1.20190328.CHL,B00000043429,NA,NA,CFC.SJER001.CLIP-1.20190328.LMA,NA,OK,0.4751,2.895,11070.89,0.164110535406,100,NA,834.3204545454545,243.39715909090904,257.9798479292929,9.43974,2.753865,2.918857708,7,0.0792,0.5083893319105892,0.14831293950065944,0.15719883387807224
NA,CFC.SJER016.CLIP-2.20190327,SJER_016.basePlot.cfc,NA,NA,NA,NA,CFC.SJER016.CLIP-2.20190327.CHL,B00000043430,NA,NA,CFC.SJER016.CLIP-2.20190327.LMA,NA,OK,0.303,1.6116,7369.203,0.188011913626,100,NA,831.623161764706,257.64568014705884,259.27824922794116,6.4629,2.002275,2.014962394,7,0.0544,0.4423247153470287,0.1370368904704501,0.13790522325287677
NEON.PLA.D17.SJER.04915,CFC.SJER016.PISA2-1.20190327,SJER_016.basePlot.cfc,NA,NA,NA,NA,CFC.SJER016.PISA2-1.20190327.CHL,B00000043425,PISA2,OK,CFC.SJER016.PISA2-1.20190327.LMA,NA,OK,2.173,4.152,5119.711,0.523362235067,100,1.5,848.0525547445255,249.98686131386864,216.61427198296838,9.95856,2.93556,2.543670451,7,0.0822,0.16203931004612115,0.04776555214800047,0.041388976404695646
NA,CFC.SJER014.CLIP-1.20190327,SJER_014.basePlot.cfc,NA,NA,NA,NA,CFC.SJER014.CLIP-1.20190327.CHL,B00000043431,NA,NA,CFC.SJER014.CLIP-1.20190327.LMA,NA,OK,0.337,1.4418,7524.853,0.233735608267,100,NA,624.5046263345196,207.71192170818506,235.46726423487542,5.01388,1.66763,1.89046575,7,0.0562,0.2671842048222014,0.08886618656362892,0.10074086100133162
NEON.PLA.D17.SJER.04073,CFC.SJER025.RHIL-2.20190327,SJER_025.basePlot.cfc,36.8071582,-119.8777038,68.1,NA,CFC.SJER025.RHIL-2.20190327.CHL,B00000043432,RHIL,Other damage,CFC.SJER025.RHIL-2.20190327.LMA,NA,OK,2.0177,4.0853,12781.047,0.493892737375,100,2.7,1116.1764705882356,327.9264705882353,375.0186291764706,9.4875,2.787375,3.187658348,7,0.0595,0.22599572460219267,0.06639629331889714,0.07593118926381957
NA,CFC.SJER025.CLIP-1.20190327,SJER_025.basePlot.cfc,NA,NA,NA,NA,CFC.SJER025.CLIP-1.20190327.CHL,B00000043433,NA,NA,CFC.SJER025.CLIP-1.20190327.LMA,NA,OK,0.151,0.9826,4021.472,0.153673926318,100,NA,615.1004524886878,179.1841628959276,175.98679770739068,5.82588,1.69713,1.666846384,7,0.0663,0.40026338053981275,0.11660023739169577,0.11451962081271894
NEON.PLA.D17.SJER.04051,CFC.SJER006.FRCAC7-2.20190327,SJER_006.basePlot.cfc,NA,NA,NA,NA,CFC.SJER006.FRCAC7-2.20190327.CHL,B00000043434,FRCAC7,OK,CFC.SJER006.FRCAC7-2.20190327.LMA,NA,OK,1.333,3.0727,7557.995,0.433820418524,100,1.7,859.461573033708,205.74808988764045,350.06022029213483,10.92744,2.61594,4.450765658,7,0.089,0.19811459680894675,0.04742701843948776,0.08069242602345805
